Wall time,Step,Value
1562270831.5853252,2970,-68.95582580566406
1562270832.8147042,5970,-70.10875701904297
1562270835.9876623,8970,-68.07532501220703
1562270837.2326152,11970,-69.82943725585938
1562270839.1740878,14970,-70.76081085205078
1562270840.4094498,17970,-73.81474304199219
1562270842.363555,20970,-68.20052337646484
1562270843.6371124,23970,-69.79600524902344
1562270845.5967577,26970,-68.95799255371094
1562270846.8559778,29970,-71.43230438232422
1562270848.800107,32970,-70.24871063232422
1562270850.0605462,35970,-71.64081573486328
1562270852.008529,38970,-70.92170715332031
1562270853.25413,41970,-75.15438842773438
1562270855.217013,44970,-70.34584045410156
1562270856.4824731,47970,-72.36715698242188
1562270858.4287496,50970,-69.73799896240234
1562270859.684003,53970,-71.24895477294922
1562270861.634932,56970,-68.31465148925781
1562270862.8827412,59970,-70.1047134399414
1562270865.1189978,62970,-69.35767364501953
1562270866.327866,65970,-72.11144256591797
1562270868.2806413,68970,-68.42459106445312
1562270869.5412025,71970,-70.47395324707031
1562270871.4775965,74970,-69.73829650878906
1562270872.74414,77970,-72.31391143798828
1562270874.6867998,80970,-69.31543731689453
1562270875.9550583,83970,-72.68682098388672
1562270877.896193,86970,-69.9637222290039
1562270879.156699,89970,-73.39220428466797
1562270881.102048,92970,-68.71942901611328
1562270882.3626862,95970,-70.38790130615234
1562270884.3223667,98970,-68.50498962402344
1562270885.5821278,101970,-70.43909454345703
1562270887.5182369,104970,-70.03168487548828
1562270888.777509,107970,-72.68636322021484
1562270890.7168422,110970,-70.06067657470703
1562270891.976865,113970,-71.982666015625
1562270893.9205952,116970,-68.82530212402344
1562270895.1891403,119970,-71.46785736083984
1562270897.3457072,122970,-68.3193359375
1562270898.570363,125970,-70.43724822998047
1562270900.4380007,128970,-69.6917953491211
1562270901.6578212,131970,-71.2579116821289
1562270903.526122,134970,-67.87461853027344
1562270904.7446573,137970,-69.39974212646484
1562270906.6285532,140970,-68.7841796875
1562270907.8529813,143970,-70.10059356689453
1562270909.7351613,146970,-69.5319595336914
1562270910.9827936,149970,-71.1248779296875
1562270912.9346218,152970,-68.09513854980469
1562270914.1916711,155970,-69.70405578613281
1562270916.1224296,158970,-70.29563903808594
1562270917.3795257,161970,-72.74290466308594
1562270919.31514,164970,-68.02009582519531
1562270920.5712974,167970,-69.85208129882812
1562270922.5033422,170970,-69.32147979736328
1562270923.7652647,173970,-70.85657501220703
1562270925.7163653,176970,-69.14252471923828
1562270926.9714305,179970,-71.80104064941406
1562270929.1279404,182970,-68.49583435058594
1562270930.312332,185970,-70.6110610961914
1562270932.1747725,188970,-67.80776977539062
1562270933.3775132,191970,-70.2220458984375
1562270935.2508552,194970,-69.29306030273438
1562270936.4557254,197970,-71.46342468261719
1562270938.4327798,200970,-69.27510833740234
1562270939.7634144,203970,-70.83828735351562
1562270941.9160995,206970,-69.39752960205078
1562270943.3210826,209970,-72.14179229736328
1562270945.4608817,212970,-68.19707489013672
1562270946.8448498,215970,-70.3121566772461
1562270948.88653,218970,-68.7388687133789
1562270950.2337053,221970,-70.38675689697266
1562270952.3085554,224970,-70.29814910888672
1562270953.6526492,227970,-72.55957794189453
1562270955.714829,230970,-69.71717071533203
1562270957.047113,233970,-73.65840911865234
1562270959.1137383,236970,-69.45328521728516
1562270960.4667652,239970,-71.61737823486328
1562270962.823061,242970,-67.57996368408203
1562270964.222847,245970,-70.6798324584961
1562270966.3890147,248970,-67.92328643798828
1562270967.7980127,251970,-70.06344604492188
1562270969.9476671,254970,-68.67240905761719
1562270971.328863,257970,-72.03955841064453
1562270973.4943547,260970,-68.35582733154297
1562270974.9205523,263970,-71.41641998291016
1562270977.0899456,266970,-69.66637420654297
1562270978.5004013,269970,-71.52839660644531
1562270980.6617236,272970,-68.4605712890625
1562270982.059662,275970,-72.87223052978516
1562270984.1941733,278970,-68.5885009765625
1562270985.5881658,281970,-72.53004455566406
1562270987.7544138,284970,-68.85307312011719
1562270989.1599956,287970,-72.26105499267578
1562270991.285809,290970,-67.90131378173828
1562270992.7075782,293970,-71.72655487060547
1562270994.6095974,296970,-67.29594421386719
1562270995.8448524,299970,-71.98822784423828
1562270998.0141928,302970,-68.27705383300781
1562270999.2356677,305970,-70.91034698486328
1562271001.1802516,308970,-68.00809478759766
1562271002.462723,311970,-71.10381317138672
1562271004.3927186,314970,-67.88276672363281
1562271005.6255896,317970,-71.27876281738281
1562271007.5780206,320970,-69.06687927246094
1562271008.855055,323970,-71.97374725341797
1562271010.7948403,326970,-68.747802734375
1562271012.0679576,329970,-71.7081298828125
1562271014.0193138,332970,-70.42770385742188
1562271015.2910233,335970,-72.6943130493164
1562271017.2423239,338970,-68.82188415527344
1562271018.527524,341970,-73.06578063964844
1562271020.4614077,344970,-68.62511444091797
1562271021.7438183,347970,-71.0746841430664
1562271023.6805031,350970,-68.2300033569336
1562271024.947179,353970,-71.2017593383789
1562271026.8993745,356970,-69.55474090576172
1562271028.1764412,359970,-74.71437072753906
1562271030.3371525,362970,-69.01771545410156
1562271031.5735786,365970,-74.60045623779297
1562271033.5250928,368970,-69.26790618896484
1562271034.7974565,371970,-72.84494018554688
1562271036.7579567,374970,-69.03287506103516
1562271038.0325696,377970,-71.85684967041016
1562271039.9767811,380970,-69.48502349853516
1562271041.250442,383970,-72.21897888183594
1562271043.1860752,386970,-68.33207702636719
1562271044.4672027,389970,-72.53116607666016
1562271046.4195635,392970,-69.27317810058594
1562271047.7013056,395970,-71.8194808959961
1562271049.6500988,398970,-69.37326049804688
1562271050.9215465,401970,-71.86892700195312
1562271052.853967,404970,-69.3014144897461
1562271054.125079,407970,-72.33351135253906
1562271056.1241112,410970,-68.12400817871094
1562271057.371379,413970,-71.7972640991211
1562271059.3198922,416970,-69.29150390625
1562271060.6084726,419970,-72.1015853881836
1562271062.7677898,422970,-68.90151977539062
1562271064.0086107,425970,-72.71630096435547
1562271065.9672494,428970,-69.09696197509766
1562271067.2443457,431970,-74.50444030761719
1562271069.1809888,434970,-68.6244125366211
1562271070.4575713,437970,-73.92558288574219
1562271072.4130108,440970,-68.96398162841797
1562271073.6763701,443970,-72.15451049804688
1562271075.5731578,446970,-69.33543395996094
1562271076.835336,449970,-76.30060577392578
1562271078.7447863,452970,-68.96627044677734
1562271079.9904864,455970,-74.49129486083984
1562271081.9049895,458970,-68.17704772949219
1562271083.1563306,461970,-74.87702941894531
1562271085.0703425,464970,-68.15628814697266
1562271086.32384,467970,-75.07695770263672
1562271088.2552123,470970,-69.29296112060547
1562271089.5060046,473970,-74.4513168334961
