Wall time,Step,Value
1562273032.4959679,2970,-68.39334106445312
1562273037.3130465,5970,-68.80931091308594
1562273041.128126,8970,-67.66309356689453
1562273045.9214118,11970,-66.6765365600586
1562273048.1172557,14970,-68.21077728271484
1562273052.9802866,17970,-69.05242156982422
1562273055.300733,20970,-68.98551940917969
1562273060.1607392,23970,-70.11937713623047
1562273062.3528032,26970,-68.09752655029297
1562273067.2584462,29970,-68.23860168457031
1562273069.4288929,32970,-67.18335723876953
1562273074.2683876,35970,-66.39771270751953
1562273076.4561858,38970,-66.9840316772461
1562273081.3034759,41970,-67.31896209716797
1562273083.5255647,44970,-68.12736511230469
1562273088.097073,47970,-68.43982696533203
1562273090.012966,50970,-69.97615051269531
1562273094.4596457,53970,-72.09752655029297
1562273096.551666,56970,-67.92793273925781
1562273101.1722937,59970,-67.39891815185547
1562273103.507006,62970,-67.53528594970703
1562273108.0069332,65970,-66.87610626220703
1562273109.960919,68970,-67.4902114868164
1562273114.448714,71970,-67.88894653320312
1562273116.4223094,74970,-67.13446044921875
1562273120.8859205,77970,-65.99971771240234
1562273122.843126,80970,-69.022216796875
1562273127.3088078,83970,-69.68019104003906
1562273129.231479,86970,-67.42048645019531
1562273133.724786,89970,-66.98712921142578
1562273135.6498458,92970,-67.23921966552734
1562273140.1248596,95970,-66.70643615722656
1562273142.0512466,98970,-68.745361328125
1562273146.5473306,101970,-69.57164764404297
1562273148.5031574,104970,-68.4222412109375
1562273152.9868474,107970,-68.64600372314453
1562273154.9510767,110970,-67.35252380371094
1562273159.4315546,113970,-66.58321380615234
1562273161.4115324,116970,-69.03447723388672
1562273166.243486,119970,-70.14710235595703
1562273168.9068499,122970,-68.71527862548828
1562273173.6258466,125970,-69.48685455322266
1562273175.8034818,128970,-67.37710571289062
1562273180.4698422,131970,-67.42081451416016
1562273182.557431,134970,-69.03950500488281
1562273187.3089821,137970,-69.98033905029297
1562273189.424217,140970,-66.7308349609375
1562273194.0697162,143970,-66.39781951904297
1562273196.1679811,146970,-69.91246795654297
1562273200.8574026,149970,-71.4866943359375
1562273202.9961684,152970,-67.73222351074219
1562273207.7222233,155970,-67.86585235595703
1562273209.8151278,158970,-68.03572082519531
1562273214.489475,161970,-68.52420806884766
1562273216.6509748,164970,-67.35173034667969
1562273221.4575543,167970,-67.08047485351562
1562273223.6199775,170970,-68.03890228271484
1562273228.3882794,173970,-68.14369201660156
1562273230.5764954,176970,-67.05340576171875
